,hbPhotoExist,originBookCode,author,isbn,publishDate,discountPrice,bookDiscount,bookName,executiveEditor,bookId,picPath,price,stockInDate,sumVolume,shopType
90,Y,137621,[美]威廉·D.江恩(William D.Gann) 著,978-7-115-37621-3,202109,28.00,0.8,江恩股市趋势理论-专业解读版,陈斯雯,0d7b8761-8744-41a5-b5b6-20efca85adbd,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-37621-3/72jpg/37621_s300.jpg,35,20141216,39842,1
91,N,144127,李关党,978-7-115-44127-0,201808,36.00,0.8,管理就是带团队2  带团队就是带人心,折青霞,05037d0d-9c43-4645-8046-d53235945f16,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-44127-0/72jpg/44127_s300.jpg,45,20170103,39836,1
92,Y,132498,[美]杰西？利弗莫尔(Jesse Livermore) 著,978-7-115-32498-6,202109,36.00,0.8,股票大作手操盘术(珍藏版),王飞龙,57e7f77d-9439-48f1-8ad0-f234182bc637,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-32498-6/72jpg/32498_s300.jpg,45,20130814,39784,1
93,N,151200,勾俊伟 刘勇,978-7-115-51200-0,202105,33.60,0.8,新媒体营销概论（第2版）,古显义,b89d9597-9c63-4910-bd90-74704811bc2f,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-51200-0/72jpg/51200_s300.jpg,42,20190711,39592,1
94,N,146893,李星,978-7-115-46893-2,202107,39.84,0.8,新编公文写作全能一本通 格式 技巧与范例大全,刘琦,8d1d8840-dac4-40fa-95ea-a47e9d6d3695,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-46893-2/72jpg/46893_s300.jpg,49.8,20171221,39450,1
95,N,147585,刘建珍 刘亚男 陈文婕,978-7-115-47585-5,202105,31.84,0.8,网店金牌客服 视频指导版,古显义,9e58b0f8-a595-408b-b802-62502a11d3b0,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-47585-5/72jpg/47585_s300.jpg,39.8,20180201,39215,1
96,N,149438,政府会计制度编审委员会,978-7-115-49438-2,202010,79.20,0.8,政府会计制度主要业务与事项账务处理实务详解,李士振,a0b855b7-98cb-4938-b1e9-55bf6057246d,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-49438-2/72jpg/49438_s300.jpg,99,20180920,39128,1
97,Y,137065,[美]伊恩·艾瑞斯(Ian Ayres) 著,978-7-115-37065-5,201906,36.00,0.8,大数据思维与决策,姜珊,9485d0fd-c317-4525-b293-0cc580328a1a,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-37065-5/72jpg/37065_s300.jpg,45,20141027,38759,1
98,N,154944,[美]吉姆·奎克（Jim Kwik）,978-7-115-54944-0,202107,62.40,0.8,无限可能：快速唤醒你的学习脑,张渝涓,6265cc60-0599-464a-af81-c7ffea218036,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-54944-0/72jpg/54944_s300.jpg,78,20201029,38683,1
99,N,138372,刘金波,978-7-115-38372-3,202107,30.40,0.8,外汇交易原理与实务（第2版）,万国清,dadb5f5e-9c24-4942-8c07-13573d772c2f,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-38372-3/72jpg/38372_s300.jpg,38,20150413,38230,1
100,Y,139921,[美] 罗伯特·雷亚（Robert Rhea）,978-7-115-39921-2,202109,39.20,0.8,道氏理论（专业解读版）,姜珊,118a49e9-6990-4da8-a7d1-f10458f56504,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-39921-2/72jpg/39921_s300.jpg,49,20150811,37843,1
101,N,145505,王玉苓,978-7-115-45505-5,202105,33.60,0.8,商务礼仪（第2版）,万国清,47b754aa-6246-4294-b263-7584b5287c19,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-45505-5/72jpg/45505_s300.jpg,42,20180329,36962,1
102,N,148656,黄新荣,978-7-115-48656-1,202106,31.84,0.8,Excel 2010在会计与财务管理中的应用（附微课视频 第5版）,李育民,b9a09a56-ada8-415a-8e6f-b51fa58d0db5,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-48656-1/72jpg/48656_s300.jpg,39.8,20180821,36862,1
103,Y,140782,苏航,978-7-115-40782-5,202107,39.84,0.8,软文营销实战108招 小软文大效果,恭竟平,3c90d1db-47b3-4c0c-a216-501863eab139,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-40782-5/72jpg/40782_s300.jpg,49.8,20160118,36745,1
104,N,142219,邓先娥,978-7-115-42219-4,201907,31.92,0.8,经济学基础（第2版）,万国清,f8d0af4c-6cfe-441b-888e-7c26c562fd3a,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-42219-4/72jpg/42219_s300.jpg,39.9,20160620,36725,1
105,N,123495,[美]本杰明·格雷厄姆 著,978-7-115-23495-7,201604,70.40,0.8,聪明的投资者(第4版),颜林柯,4c30e779-b856-44d0-b916-d00759068207,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-23495-7/72jpg/23495_s300.jpg,88,20100917,36718,1
106,N,1292361,[美]杰西·利弗莫尔(Jesse Livermore) 著,978-7-115-29236-0,202109,39.20,0.8,股票大作手操盘术：融合时间和价格的利弗莫尔准则（丁圣元 译）,王飞龙,128fd089-a497-4f23-be38-0f624772e2a0,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-29236-0/72jpg/29236_s300.jpg,49,20210209,36458,1
107,Y,149013,吴军,978-7-115-49013-1,202105,63.20,0.8,具体生活,俞彬,c24d6d4e-3049-4919-8aa2-1a0bc5c172bc,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-49013-1/72jpg/49013_s300.jpg,79,20181016,36152,1
108,N,145623,张向南，勾俊伟,978-7-115-45623-6,201812,31.84,0.8,新媒体运营实战技能,古显义,207aa1c9-cc8d-4974-ae52-60149960a2a6,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-45623-6/72jpg/45623_s300.jpg,39.8,20170609,36106,1
109,N,150930,万守付 罗慧,978-7-115-50930-7,202105,39.84,0.8,电子商务基础（第5版）,刘琦,0998e11d-5113-4917-857f-eec35c689e23,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-50930-7/72jpg/50930_s300.jpg,49.8,20190513,35820,1
110,N,142268,翁国秀 阳三元,978-7-115-42268-2,202107,55.84,0.8,淘宝美工从入门到精通 配色设计、图片后期、店铺装修、广告海报一本就够,牟桂玲,06b8cd5e-2849-427e-9564-dc0276a05eaa,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-42268-2/72jpg/42268_s300.jpg,69.8,20160819,35701,1
111,N,138748,仝新顺,978-7-115-38748-6,202012,26.40,0.8,电子商务概论,万国清,728000ec-b1c9-49be-894c-98f8e79aeb65,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-38748-6/72jpg/38748_s300.jpg,33,20150527,35062,1
112,Y,145064,[英]乔·欧文(Jo Owen),978-7-115-45064-7,202101,39.20,0.8,成长型思维 从平凡到优秀的七种思维模式,贾淑艳,1e4f9d2e-fdc3-4251-987c-1e4962d6f11d,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-45064-7/72jpg/45064_s300.jpg,49,20180514,34637,1
113,Y,133948,姚小风 编著,978-7-115-33948-5,202107,31.20,0.8,工厂生产计划制订与执行精细化管理手册(第2版),许文瑛,862268ae-5981-4efd-906f-7f20bc95db19,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-33948-5/72jpg/33948_s300.jpg,39,20131219,34186,1
114,Y,139994,[美]拉尔夫·纳尔逊·艾略特（Ralph Nelson Elliott）,978-7-115-39994-6,202109,23.20,0.8,波浪理论（专业解读版）,贾淑艳,e632691c-319b-4330-a785-f74eca5de0dd,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-39994-6/72jpg/39994_s300.jpg,29,20150817,34132,1
115,N,144837,秦阳 秋叶,978-7-115-44837-8,201812,36.00,0.8,社群营销与运营,古显义,06603bc7-87ef-4b8a-8a19-cc90a2767f85,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-44837-8/72jpg/44837_s300.jpg,45,20170609,34086,1
116,N,150877,张函,978-7-115-50877-5,202108,33.60,0.8,跨境电子商务基础,侯潇雨,958a7f87-04a2-41f1-8d0b-b99aeb089162,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-50877-5/72jpg/50877_s300.jpg,42,20190410,34062,1
117,N,154946,[日]稻盛和夫,978-7-115-54946-4,202107,47.20,0.8,心：稻盛和夫的一生嘱托（口袋版）,张渝涓,3082ccde-35bf-41cc-85cf-55ad70677946,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-54946-4/72jpg/54946_s300.jpg,59,20201020,33964,1
118,N,140199,南旭光,978-7-115-40199-1,202008,27.20,0.8,新编金融基础（第3版）,桑珊,30115920-66bb-4647-9ac9-4553ad340814,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-40199-1/72jpg/40199_s300.jpg,34,20160222,33824,1
119,N,152193,李洪宇,978-7-115-52193-4,202108,39.84,0.8,基金投资入门与进阶指南,郭媛,69322465-bc94-4b52-a560-8848f4544789,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-52193-4/72jpg/52193_s300.jpg,49.8,20191223,33544,1
120,N,149448,夏榕 高伟籍 胡娟,978-7-115-49448-1,202108,38.40,0.8,Excel商务数据分析与应用（慕课版）,古显义,0814c2c3-66a7-4c77-a5d1-4780fffeadce,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-49448-1/72jpg/49448_s300.jpg,48,20181105,33416,1
121,N,151122,杨伟强   湛玉婕  刘莉萍,978-7-115-51122-5,202105,36.80,0.8,电子商务数据分析：大数据营销 数据化运营 流量转化（第2版）,古显义,c7da7dc7-d365-45ae-808e-c8f1019a474b,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-51122-5/72jpg/51122_s300.jpg,46,20190603,33310,1
122,N,152577,白东蕊,978-7-115-52577-2,202106,39.84,0.8,电子商务基础与实务（双色版）,万国清,4f4306dc-cbc8-425a-8a44-b9082869891f,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-52577-2/72jpg/52577_s300.jpg,49.8,20191231,33212,1
123,N,143466,崔慧勇 熊彦 秦云霞,978-7-115-43466-1,201906,47.84,0.8,Photoshop网店美工实例教程（全彩微课版）,朱海昀,f4c3a198-1b5d-4750-902e-427e609a1d5f,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-43466-1/72jpg/43466_s300.jpg,59.8,20160930,33187,1
124,N,122574,[美]保罗·萨缪尔森　威廉·诺德豪斯 著,978-7-115-22574-0,202009,38.40,0.8,宏观经济学(第19版),徐向娟,b42e4625-309d-429d-8782-ec158060b805,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-22574-0/72jpg/22574_s300.jpg,48,20111229,32968,1
125,N,148082,邓志新,978-7-115-48082-8,202105,36.00,0.8,跨境电商：理论、操作与实务,刘琦,94801f20-42d0-4864-b7a1-ce2d90034828,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-48082-8/72jpg/48082_s300.jpg,45,20180611,32816,1
126,N,149824,秦阳  秋叶,978-7-115-49824-3,202106,38.40,0.8,微信营销与运营（第2版）,古显义,9a5e37f5-943f-4397-9f59-7abaf8259602,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-49824-3/72jpg/49824_s300.jpg,48,20190116,32656,1
127,Y,141930,卢明明,978-7-115-41930-9,202108,31.20,0.8,一本书读懂私募股权投资,李宝琳,cf2d28cd-af70-4edd-8db6-4e8aef0c3986,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-41930-9/72jpg/41930_s300.jpg,39,20160401,32550,1
128,N,139345,王征 傅永林 周伟 谢承红 李文豹,978-7-115-39345-6,201907,31.84,0.8,完满之路——大学生素质教育创新与实践,刘博,8a53ba99-b9ca-4c4d-892c-ed1f142723eb,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-39345-6/72jpg/39345_s300.jpg,39.8,20150906,32235,1
129,N,129628,狄振鹏 著,978-7-115-29628-3,201712,38.40,0.8,制度才是真正的老板(白金版),张婷婷,afbd5e6b-9240-4409-93fa-6ea9ff4004cc,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-29628-3/72jpg/29628_s300.jpg,48,20121128,32088,1
130,N,151474,邓文达 罗旭 刘寒春,978-7-115-51474-5,202101,33.60,0.8,大学生创新创业（微课版 第2版）,刘琦,ca787b5b-8edb-4b5e-b4a8-831b44e32f7b,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-51474-5/72jpg/51474_s300.jpg,42,20190801,32080,1
131,N,150886,白东蕊,978-7-115-50886-7,202101,36.80,0.8,网店运营与管理（视频指导版）,万国清,e5651a41-b739-4e46-84d6-4edf2842a591,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-50886-7/72jpg/50886_s300.jpg,46,20190506,31920,1
132,N,145876,赵公民,978-7-115-45876-6,202108,31.84,0.8,创业基础--理论与实务,刘向荣,9b85849f-cfda-4ff2-886f-b81154e28851,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-45876-6/72jpg/45876_s300.jpg,39.8,20170821,31915,1
133,N,151325,郑昊 米鹿,978-7-115-51325-0,202008,31.84,0.8,短视频：策划、制作与运营,古显义,58a1543c-e74c-485d-8890-a57c5429fc87,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-51325-0/72jpg/51325_s300.jpg,39.8,20190705,31903,1
134,N,151710,吴航行 李华,978-7-115-51710-4,202105,47.84,0.8,短视频编辑与制作（视频指导版）,古显义,4c7be660-8d36-4651-889d-d6bd87d33481,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-51710-4/72jpg/51710_s300.jpg,59.8,20190904,31567,1
135,Y,142897,吴日荣,978-7-115-42897-4,202104,31.20,0.8,二手房销售与成交一册通 话术+技巧+案例,庞卫军,18228dbe-8505-4193-8573-a28736a4f087,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-42897-4/72jpg/42897_s300.jpg,39,20160718,31561,1
136,N,147358,许应楠,978-7-115-47358-5,202105,28.80,0.8,移动电商基础与实务,古显义,22c7ffff-65ae-4ab3-af7b-84998b86ef86,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-47358-5/72jpg/47358_s300.jpg,36,20180103,31379,1
137,Y,124775,王瑞永 全鑫 编著,978-7-115-24775-9,202105,64.00,0.8,绩效量化考核与薪酬体系设计全案,张亚捷,708bf690-1011-452b-8f04-33b612d23f72,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-24775-9/72jpg/24775_s300.jpg,80,20110307,31219,1
138,Y,140239,刘华鹏,978-7-115-40239-4,202107,28.00,0.8,微信朋友圈，这么玩才有钱赚,徐晓菲,43bf64c4-ca29-48c8-8956-bea81a8135f6,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-40239-4/72jpg/40239_s300.jpg,35,20150902,31138,1
139,Y,140535,麓山文化,978-7-115-40535-7,202007,31.20,0.8,淘宝网店 微店全攻略 开店 装修 拍摄 推广 客服,张丹阳,a678973c-d5c5-42ed-8318-04736b1235f9,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-40535-7/72jpg/40535_s300.jpg,39,20151221,31081,1
140,N,144039,江礼坤,978-7-115-44039-6,202106,39.84,0.8,网络营销与推广 策略、方法与实战,许金霞,d13512a2-ceb3-4c8c-b546-64c8a84fa98d,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-44039-6/72jpg/44039_s300.jpg,49.8,20170313,30972,1
141,N,137018,黄新荣 主编,978-7-115-37018-1,202108,27.20,0.8,Excel在会计与财务管理中的应用(第2版)(工业和信息化高职高专“十二五”规划教材立项项目),李育民,a914618a-654c-4728-92c7-e29bee2986e6,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-37018-1/72jpg/37018_s300.jpg,34,20141111,30852,1
142,N,147182,黑马程序员,978-7-115-47182-6,202106,46.40,0.8,搜索引擎营销推广（SEO优化+SEM竞价）,范博涛,ab3296a5-fcbe-430b-80fb-1f13fa7df840,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-47182-6/72jpg/47182_s300.jpg,58,20180409,30829,1
143,N,129385,段青民 主编,978-7-115-29385-5,202108,28.00,0.8,餐厅员工服务细节培训手册(图解版),刘盈,1dfd9be6-1721-4b23-bb7a-d0eb35600a30,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-29385-5/72jpg/29385_s300.jpg,35,20120924,30824,1
144,N,126207,杨铁锋 著,978-7-115-26207-3,202107,24.00,0.8,海底捞你学得会,张亚捷,41186632-2652-4765-aa64-aa69bdaa3b03,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-26207-3/72jpg/26207_s300.jpg,30,20110826,30787,1
145,N,137179,刘德华 吴韬,978-7-115-37179-9,201812,39.84,0.8,网店美工,王平,c5c43904-6409-4c71-a5d6-be1cfd1a3d24,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-37179-9/72jpg/37179_s300.jpg,49.8,20150312,30395,1
146,N,149132,陈亮，郭庆，魏云豪,978-7-115-49132-9,202109,55.84,0.8,收益管理 有效降低空置率 实现收益翻番,马霞,86b09631-0808-47d1-ae69-775a57114642,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-49132-9/72jpg/49132.jpg,69.8,20180925,30132,1
147,N,142110,石真语,978-7-115-42110-4,201712,46.40,0.8,管理就是走流程2（最新操作版）：没有规范流程，管理一切为零,寇佳音,e3f1e689-af73-4fa2-8f02-7919db8279ef,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-42110-4/72jpg/42110_s300.jpg,58,20160620,30067,1
148,N,142706,文世润,978-7-115-42706-9,201912,31.84,0.8,网络信息编辑项目化实操教程（第2版）,朱海昀,dc1d1f09-af28-491a-8b94-f91940245f47,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-42706-9/72jpg/42706_s300.jpg,39.8,20160715,29992,1
149,N,156074,老笔头,978-7-115-56074-2,202108,55.84,0.8,公文写作精讲：思路、模式、场景应用 （上册·为言）,刘尉,621ed82c-f7ff-4e8e-853d-c49202eeda22,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-56074-2/72jpg/56074_s300.jpg,69.8,20210408,29877,1
150,N,149698,白东蕊,978-7-115-49698-0,202012,36.80,0.8,电子商务基础（第2版）,万国清,ea8ff872-f68a-4afc-aa83-e5b08f06169d,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-49698-0/72jpg/49698_s300.jpg,46,20190107,29864,1
151,Y,149761,岳海翔,978-7-115-49761-1,202108,39.84,0.8,党政机关公文标准与格式应用指南 解读 案例 模板,刘尉,8466ac39-cf61-496e-9ea7-20b9ef3f712d,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-49761-1/72jpg/49761.jpg,49.8,20181217,29688,1
152,Y,146197,杨金,978-7-115-46197-1,202003,39.84,0.8,从零开始学量价分析 短线操盘 盘口分析与A股买卖点实战,郭媛,de8e4f16-d663-457d-933b-786711ea8aae,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-46197-1/72jpg/46197_s300.jpg,49.8,20171013,29227,1
153,N,154002,秋叶,978-7-115-54002-7,202109,55.20,0.8,短视频实战一本通 内容策划 拍摄制作 营销运营 流量变现,刘尉,1b215292-455e-4d0b-9e77-ee836f384129,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-54002-7/72jpg/54002_s300.jpg,69,20200630,29216,1
154,N,153618,吴世春,978-7-115-53618-1,202107,55.20,0.8,心力：创业如何在事与难中精进,宋燕,3cd41ed6-90eb-4110-85a2-6dd0f42cec3a,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-53618-1/72jpg/53618_s300.jpg,69,20200508,29199,1
155,N,156075,老笔头,978-7-115-56075-9,202108,55.84,0.8,公文写作精讲：思路、模式、场景应用 （下册·为文）,刘尉,409894e8-286b-48ca-846f-6aeaa18bd988,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-56075-9/72jpg/56075_s300.jpg,69.8,20210408,29197,1
156,N,149008,柳荣,978-7-115-49008-7,202108,55.84,0.8,采购与供应链管理 采购成本控制和供应商管理实践,李士振,929aa37d-aed4-4be6-b3ec-e7d00c2f652a,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-49008-7/72jpg/49008_s300.jpg,69.8,20180814,29154,1
157,Y,144174,杨金,978-7-115-44174-4,202004,36.00,0.8,从零开始学筹码分布：短线操盘、盘口分析与A股买卖点实战,恭竟平,f4679426-94b3-4453-bc0e-8052b96be975,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-44174-4/72jpg/44174_s300.jpg,45,20170117,28955,1
158,Y,146158,潇邦,978-7-115-46158-2,202104,39.20,0.8,吸引家 如何快速追到心仪女生,赵娟,4138f211-8b05-45fe-ab30-252844610d40,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-46158-2/72jpg/46158_s300.jpg,49,20170718,28933,1
159,N,138705,赵国庆,978-7-115-38705-9,202008,39.20,0.8,别说你懂思维导图,牟桂玲,a31a1c0e-13a6-4a1e-98a1-9adc54c52fbb,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-38705-9/72jpg/38705_s300.jpg,49,20150506,28599,1
160,N,136936,[瑞典]Staffan N?teberg 著,978-7-115-36936-9,202004,31.20,0.8,番茄工作法图解：简单易行的时间管理方法,朱巍,91353b03-d96a-4eae-8577-dd00bc88e364,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-36936-9/72jpg/36936_s300.jpg,39,20141029,28587,1
161,N,143065,张守刚,978-7-115-43065-6,202006,30.40,0.8,商务沟通与谈判（第2版）,万国清,02c8ef72-5540-4338-b8ce-f8aea5317626,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-43065-6/72jpg/43065_s300.jpg,38,20160822,28477,1
